text,label
"আসলো বাংলাদেশের মানুষের কোন সিস্টেম নেই,,আরে সেতুতে ২০ টা স্প্রীড মাপা ক্যামেরা লাগানো হোক,,৫০ এর উপর উঠলে অপর প্রান্তে আটকে দিয়ে ২০হাজার টাকার মামলা দেওয়া হবে,দেখি কার কতো স্প্রীডে গাড়ি চলে আর এতো এক্সিডেন্ট হয়",neutral
কি হচ্ছে এসব।আগে সালারা দুই ঘন্টায় নদী পার হতো।এখন এক মিনিটে যেতে চায়।,neutral
পেঁয়াজ কত পিস ছিল। কোন চাকা খুলে কোন দিকে গেল।এটাও জানাবেন।,neutral
মানুষ পদ্মা সেতুতে উঠতেই খুশিতে দুই দিকে তাকাইয়া তাকাইয়া যায় আর একসিডেন্ট গুলা করে।,positive
"স্পিড লিমিট করে দিতে হবে,,৭০/৭৫  . এখন বাস ট্রাক আর বাইকার রা চালায় ৯০-১২০ বেগে।",neutral
আগে খাইতো পানিতে এখন খাবে সেতূতে।,neutral
একটু সাবধানে গেলেই তো হতো…আল্লাহ যানেন কোনটা ভালো,positive
আলেমদের নিয়ে দোয়া মোনাজাত করা হক,positive
"হোগামারা দেয় পাবলিক দোষ পরে সেতুর, বেশি মাতামাতি করা পাবলিকগুলাই বাশ নেয়",negative
তা হলে কি কাল থেকে ট্রাক চলাচল নিষিদ্ধ..?,neutral
যতই পুর বিরিজ ফ্লাইওভার বানাক গাড়ির আইন-শৃঙ্খলা যদি উন্নত না করেন কোন ফায়দা হবে না,negative
পদ্মা সেতুতে ওঠার আগে গতি মাপার মেশিন লাগানো উচিত। আর সাধারনত হেলপাররা যখন গাড়ি চালায় তখন এই অবস্থা হয়।,positive
পদ্মা নদী মানুষ এর প্রাণ নিচ্ছে আমার মনে হয় এমন কোনো হবে।।,positive
যে হারে মানুষ আনন্দে বেদিশা হয়ে গাড়ি চালাচ্ছে একটার পর একটা এক্সিডেন্ট হচ্ছে মানুষ মরতেছেকিছুদিন পর পদ্মা সেতুর বদলে হয়ে যাবে মরন সেতু,positive
সেতু পাড় হওয়ার জন্য কঠোর বিধি নিষেধের ব্যবস্থা করা উচিৎ।।।।,neutral
"একটা গান দুইবার শুনলেই বিরক্ত লাগে,, আর আযান হাজার হাজার বার শুনলেও মনের মধ্যে শান্তি লাগে 🥀🥰",positive
অাল্লাহ অাপনি সকল অালেম ওলামাদের মুক্তির ফয়সালা করে দিন,neutral
দেশ স্বাধীন হইছে। খুশির ঠেলায় দুই একটা এমন হতেই পারে। বিদেশে তো এর চেয়ে বেশি হয়। আওয়ামীলীগ সরকার আছে বলেই কন্ট্রোলে আছে,neutral
"মালবাহী ট্রাকও বন্ধ করার আকুল আবেদন জানাচ্ছি সেতুবিভাগকে,মোটরসাইকেল বন্ধ হলে কেন মালবাহী ট্রাক বন্ধ হবে না👍",negative
"তাহলে এবার পিকআপ বন্ধের ঘোষনা আশা করতে পারি কি আমরা।যেহেতু, অতিরিক্ত স্পিড এর জন্য বাইক এক্সিডেন্ট হয়েছিল,, একই রকম ভাবে পিকআপ।",negative
নিরহ মানুষ কে সরকার কষ্ট দেওয়া কারণে..বাজিদকে কেন রিমান্ডে নেওয়া হয়ে ছে?..শুধু এক টা নাট খোলার করণে.. এই টাই আমার সাদিন বাংলা।😎 দেশ.?,positive
খুশির ঠেলায় একটু পাগলামি করতেছে সময় টিভি বুঝেনা কেরে। 🤣🤣🤣🤣🤪🤪🤪🤪🤪🤧🤧🤧😜😜😜😜😜😜🥱🥱🥱🥱,positive
আমাদের সকলেরি উচিত ট্রাফিক জেম মেনে চলা না হলে বিপদ হতেই থাকবে,negative
"স্পিড ক্যামেরা লাগানোর দরকার পদ্না সেতু তে আর ৬০ এর বেশি স্পিড দিলেই ফাইন মারবে ক্যামেরাতে অটোমেটিক,, যেমন টা দুবাই তে আছে,,",positive
মনে রাখবেন কোন কিছুই অতিরিক্ত ভালনা। পদ্মাসেতু আমাদের গৌরব। কিন্ত এই সেতু নিয়ে আনন্দের মাতামাতিটা একটু বেশী হয়ে যাচ্ছে।,positive
মূর্খ হুজুর কে দিয়ে কুরআন তেলাওয়াত করানো হয়েছে ভালো হুজুর ডেকে ভালো ভাবে কুরআন তেলাওয়াত ও দোয়া মাহফিল অনুষ্ঠিত করা হোক,positive
ট্রাফিক নিয়ম ও অতি দ্রুত গাড়ি চালানোর ফল,neutral
দুবাই থেকে বলছি ।।।। বাংলার ড্রাইবার গুলা সব পাংকা হয়ে গেছে এমন রাস্তা দেখে ।। তার জন্যই এতো দুরঘটনা হচ্ছে। কিন্তু এতে পদ্মা সেতু কোনো ভাবে দায়ী নয় 🕤🕤🕤👍,negative
গতী সীমিত করতে হবে,negative
নিয়ম কানুন মেনে গাড়ি চালাতে হবে।,neutral
আল্লাহ সবাইকে হেফাজত করুন,positive
"এ-ই গাড়ি টা মনে হয় বিএনপি সমর্থিত তাই ইচ্ছে করে গাড়ি এক্সিডেন করিয়েছে,😁",negative
উদ্বোধন অনুষ্ঠান এর শুরুতে কোরআন তেলাওয়াত ছিলনা,negative
নিশ্চয়ই বি এন পি জামায়াতের চক্রান্ত,negative
এখন ট্রাক চলাচলও বন্ধ করে দেওয়া হোক😆,positive
এখন সরকার বলবে চালক মনে হয় বি এন পি জামাত করে,neutral
এর পিছনে বি এন পির হাত আছে,neutral
স্পিরিট ক্যামরা লাগানো উচিত,positive
মোটরসাইকেল এক্সিডেন্ট করছে তাই আপনেরা বন্ধ করে দিয়াছেন। এখন গাড়ি এক্সিডেন্ট করছে তা বন্ধ করেন না কেনো,negative
"মাননীয় স্পিকার, মহামান্য পদ্মাসেতু তে ট্রাক চলাচল নিষিদ্ধ করা হোক প্লিজ 😑😑😑",positive
বি এম পি যরিত,neutral
মানুষের অসাবধানতাবশত এইসব ঘোটছে আর কিছুই না।,negative
সারা প্রিথিবির অবস্থা বেশী ভালো না তাই আসুন আমরা নামাজ কায়েম করি।,neutral
"কিছু বাঙালীর জ্যামে থাইক্কা এমন অভ্যাস হইছে যে,খালি আর পরিছন্ন রোড পাইয়া বেহুশের মতো ড্রাইব করে, নিজের ক্ষতি করছে।",negative
বারবার কেন দুর্ঘটনা ঘটছে বাংলাদেশে ভালো মানের কোন ড্রাইভার নেই বাংলাদেশে ঘুষ দিলেই লাইসেন্স হয়ে যায় তাই এই অবস্থা,negative
যে হুজুর দিয়ে কোরআন তেলাওয়াত করাইছে দুর্ঘটনা ঘটা টাই তো স্বাভাবিক তাই না কোরআন তেলাওয়াত করার হুজুর কি বাংলাদেশের সব পুড়ে গেছে তেলাওয়াত করতে গিয়ে দাঁত ভেঙ্গে যাচ্ছে,negative
আরে বাংলার মানুষ খুশিতে কি ভাবে গাড়ি চালাও দেখো এবার,positive
জেম মাওলানাকে দিয়ে তোমরা দোয়া করিস তবে কি আর ভালো হবে। ভালো মাওলানা নিয়ে আসো,positive
এখনকি ট্রাক চলাচল বন্ধ হবে?,negative
সেতু উদ্বোধনের জন্য বিভিন্ন ধরনের গান-বাজনা এবং কোথাও কোথাও পদ্মা সেতু উদ্বোধন উপলক্ষে এক সপ্তাহব্যাপী কনসার্টের আয়োজন করা হয়েছে এর সেই সেতোতে এর থেকে ভালো আর কি আশা করা যায়আল্লাহ সবাইকে সঠিক বুঝ দান করুন,neutral
এর জন্য বিএনপি জামায়েত দায়ী সুষ্ঠু তদন্তের দাবি জানাচ্ছি 😅🤣😅,positive
মিলাদ মাহফিল দিলে ঠিক হবে,positive
আল্লাহ পাক সবাইকে হেফাজত করুক,positive
সব দুর্ঘটনার কারণ বিএনপি জামাতের ষড়যন্ত্র,negative
সেতুর উপর গতি সীমা 60 এর উপরে গেলে জরিমানা করতে হবে অবশ্যই রাডার বসাতে হবে তানাহলে বাঙালিদের কন্ট্রোল করা যাবেনা এরা মনে করে পৃথিবীর কোথায় ও সেতু হয়নি বাংলাদেশ ছাড়া,negative
"নতুন কোনো কিছু শুরু করলে আল্লাহ নাম নিয়ে। আল্লাহ সাহায্য চেয়ে, আল্লাহ রহমত চেয়ে, দোয়া কামনা করে শুরু করতে হয়।।।।।। নাচ গান দিয়ে নয়",positive
পদ্মা সেতুতে মিলাদ ও কোরআন তেলাওয়াত করা দরকার,neutral
এক্সিডেন্ট আসলে কোন সেতুর দোষ না ফেশ রাস্তা পেয়ে সবাই মনের আবেগে গাড়ি চালায় আল্লাহর নামে গাড়ি চালান আল্লাহ হেফাজত করবে,negative
বেপরোয়া অদক্ষ গাড়িচালকের কারণে এই ঘটনাগুলো ঘটে,negative
এই ব্রীজের মেয়াদ ১০০ বছর বলা হইছে! মানুষ যা শুরু করছে ৫০ বছর টিকে কি না সন্দেহ আছে। কারণ আমরা সব সময়ই একটা উশৃংখল জাতি হিসেবে বেশি সমাদৃত। আমরা গড়া জিনিস ভাঙতে বেশি পছন্দ করি।,positive
হিসাব অনুযায়ী ট্রাক চলাচল বন্ধ করা উচিত,negative
খালেদাজিয়া মনেহয় ঠিক ঠিক কথায় বলেছিলেন।। &;জোড়াতালি দেওয়া সেতুতে অাপনারা উঠবেন না&;,neutral
এতো দুরঘটনা ঘটে কেন নিসচোই বিএন পি জামাত জরিতো আছে 😂😂,negative
লুটপাটের কারনে আল্লাহর গজব আসতেছে। ঢাকা-ভাঙ্গা রোড়ের প্রসস্ততা ঠিক হয়নি যার কারনে প্রচুর দূর্ঘটনার স্বীকার হতে হবে।,negative
"এই বার ট্রাক বন্ধ কর শালা রা,,,",negative
"এইভাবে ডিজে পার্টির অনুষ্ঠান না করে, দোয়া মাহফিলের দরকার ছিলো,,,,",negative
এই ঘটনার সাথে ছাত্রদল জড়িত 😁🥴🥴,positive
"দুর্নীতির টাকায় সেতু হলে তো এরকমই হওয়ার কথা, জ্বলন্ত প্রমাণ ও বিচার, আল্লাহু উদ্দার করুক জালিম হাসিনার গুষ্টি সহ",positive
পদ্দা মা এর পুজো দেন,neutral
দুইদিন পর দেখা যাবে পদ্মা সেতু ই নাই। এতো খারাপ এই জাতী,negative
তারেক জিয়ায় ধাক্কাই পালাইদিছে,negative
এই পদ্মা সেতু বাঙালিদের জন্য না 😐,neutral
ড্রাইভারদের লাইসেন্স আছে তো?,neutral
মরর বাইক এর মতো ট্রাক ও বন্দ করা হোক,negative
এত টাকার সেতু কেন স্পিড ডিটেক্টর নেই কেন।,neutral
আরও অনেক কিছু হবে,neutral
এটার মাঝে সবার বদদোয়া আছে তাই,neutral
শুরুর দিকে অনিয়ন্ত্রিত গতির কারণে কিছু দূর্ঘটনা ঘটবেই। সচেতন থাকতে হবে চালকের।,negative
"মূলত দুর্ঘটনার জন্য বাইক বন্ধ হয়নি। অনেকেই সেতু দেখতে বাইকে করে ঘুরতে আসছেন যার ফলে বাণিজ্যিক এবং পরিবহন গাড়িগুলোকে দীর্ঘ সারিতে দাঁড়িয়ে টোল দিয়ে সেতু পার হতে হচ্ছে। যদি টোল দিতে দিতে ২ ঘন্টা লাগে তাহলে তো সেতু দিয়ে চলাচলে আগের চেয়ে কোনো বিশেষ সুবিধা পাবে না গাড়িগুলো। ফেরিঘাটের মতোই সময় লাগলে তো সেতুর উদ্দেশ্য ব্যাহত হবে। 
হ্যা, অনেকেই প্রাইভেট কারে করে ঘুরতে আসছে। তবে সেই সংখ্যা তুলনামূলক কম। মধ্যবিত্ত মানুষ বাইকে করে সেতু ঘুরতে আসছে তুলনামূলক কম খরচে। তাছাড়া টোল নিতে বাইকের জন্য অনেক ঝামেলা পোহাতে হচ্ছে। যেহেতু এখনো ইলেকট্রনিক সিস্টেম চালু হয়নি। ম্যানুয়ালভাবে বাইকারদের কাছ থেকে টোল নিতে নিতে পেছনে অনেক লম্বা গাড়ির লাইন পরে যাচ্ছে। কারণ, বাইকের সংখ্যা অনেক বেশি। তাছাড়া বাইকগুলো নিয়ম মেনে সারিবদ্ধভাবে টোল না দিয়ে এলোমেলোভাবে জটলা করছে। 
তবে কর্তৃপক্ষের উচিৎ ছিল বিকল্প ব্যবস্থা রাখা। অন্তত এরকম একটা ব্যবস্থা রাখা যে বাইকাররা চাইলে বাইকগুলো ভ্যানে তুলে দিয়ে নিজেরা অন্য গাড়িতে করে সেতু পার হতে পারবে। ওপারে যেয়ে তারপর বাইক চালাতে পারবে। তাহলে গুরুত্বপূর্ণ বাইকগুলো ছাড়া কোনো ট্যুরিস্ট বাইক আসতো না। তখন চাপ সামাল দেয়া যেত। এভাবে কোনো বিকল্প ব্যবস্থা না রেখে বাইক বন্ধ করে দেয়াটা অযৌক্তিক।",negative
স্বপ্নের পদ্মা সেতু এখন দূস্বপ্ন হয়ে গেছে,positive
"আল্লাহ বিচার করে সয়তান জন্ম পদ্মা সেতু, যাদের গুম ও জেলখানায় ও আমাদের গুম করা লিপ্ত।দুর্নীতি সয়তান জন্ম হয়ে সব খানের এবং সব বিষয়ে দুর্নীতি ও মিথ্যাচার জন্ম।সেতু নাট বল্টু খোলা যায়, তাহলে কি মজবুত করে নাই সেতু।ভয় তো আছে আরো দুর্ঘটনা ও সেতু ভেঙে পরে মানুষ মারা যাবে কতজন।মানুষ মারা এই সরকারের রক্ষা নেই,সবাই নেমে কঠোর কিযে করবে !!!ফেরি চালু হোক অনেক ভালো ফেরি পারা করে থাকো এবং ভয় মুক্ত ভালো থাকো।আল্লাহ দুর্ঘটনা মরন থেকে মাথা দিও।",negative
বেশি খুশি হওয়ার ফল,positive
ম‌নের খু‌সি‌তে গা‌রির স্ট‌িয়া‌রিং ছাইরা দি‌ছে,neutral
কাল থেকে পদ্মা সেতুতে ট্রাক চলাচলে নিষেধাজ্ঞা জারি করা হোক,negative
আমাদের কষ্টে গড়া সেতুর এই অবস্থা দেখে খুব খারাপ লাগতাছে 😢,negative
তেল বেশিতো নতুন ব্রিজ পাইছে! দে টান হালারপো হালারা,neutral
এবার ট্রাক বন্ধ করে দেন,negative
শুনিবারে উদবদন করছে।তাই এরকম হচ্চে,positive
কয় দিন পরে ঠিক হয়ে যাবেনে,positive
কোথাকার কাকে এনে পবিত্র কুরআন শরিফ বিকৃত তেলাওয়াত করে(নাউজুবিল্লাহ) সেতু উদ্ভোধন.... মহান আল্লাহ তায়ালা এটা সইবে না। এর উপর আল্লাহ তায়ালার গজব নাজিল হবেই...,negative
ট্রাক চলাচল বন্ধ করা হোক 🙃🙃,negative
"আসলে সরকার একা কিছুই করতে পারবে না,যদি জনগণ তাকে সাহায্য না করে। মানুষ যদি সতর্ক না হয় তাহলে এখন থেকে রোজ-ই এমন নিউজ দেখা যাবে।",positive
"আজকে এক বাইকার বলছিলেন,, বাইক এক্সিডেন্ট করছে তাই বাইক উঠতে পারবে না,যদি ট্রাক বা বাস এক্সিডেন্ট করে তাহলে কি ট্রাক বাস ও উঠতে দিবে না।",negative
এতবড় একটা প্রকল্প যেখানে একজন আলেম দাওয়াত করতে পারেনি আল্লাহ তালার লানদ আসতেই পারে,negative
এবার তাহলে মোটরসাইকেল দুর্ঘটনায় মত পিকআপ কভার ভ্যান অনির্দিষ্টকালের জন্য বন্ধ করা হোক 🖐️,positive
এখন ট্রাক এক্সিডেন্ট করছে এখন থেকে ট্রাক চলাচল বন্ধ করে দেয়া হোক,negative
"আসসালামু ওয়ালাইকুম ,,প্রথমত মহান আল্লাহর কাছে শুকরিয়া ঞ্জাপন করে, সম্মিলিতভাবে কোরআন তিলাওয়াত করা বা মিলাদের ব‍্যবস্থা করা উচিৎ ছিল। আল্লাহ্ খুশী;;; তো সবাই বিপদ মুক্ত। আল্লাহ্ হাফেজ।",positive
এবার মটরসাইকেল এর মত ট্রাক বন্ধ করে দেন পারলে।,positive
যত গতি তত ক্ষতি,negative
বিপদে মানুষকে সাহায্য না করে উদ্ভাবনী অনুষ্ঠানের পিছে বেশি টাকা খরচ করলে হযম হবেনা সেগুলো মানুষের বদদোয়া এরকমই হবে,negative
"✍️আল্লাহ তা;য়ালা যেন, এসব দূর্ঘটনা থেকে আমাদের সবাইকে হেফাজত করেন আমিন।।😭😭🤲🤲",negative
এটা মনে হয় ড.ইউনুসের কাজ।সে হয়তো কোন কালো যাদু করেছে।,neutral
"কি বলবো,,,? এ সব কিছু চক্রান্ত,,,,,,আত্বঘাতি বোমা বিষ্ফরনের ঘটনা হয়ত সবাই জানেন,,,,টীক পদ্মা সেতুতে এই ট্রাক এক্সিডেন্ডের কারন তেমনই আত্নঘাতী এক্সীডেন্ড,,,,,এধরনের লোক সরকার বিরোধী,,, দেশ বিরোধী,,, বাংলাদেশে থেকে ওরা সাপোর্ট করে পাকিস্তানের ক্রীকেট দল কে,,,যার প্রমান কিছু দিন আগেও আপনারা পেয়েছেন,,,,,,,এখন কথা হচ্ছে লোকটা একজন গাড়ী চালক,,,,তারপর সে সরকার বিরোধী,,,,,,এখন ওনাকে যদি বলা হয়, যে তোর গাড়ীটা পদ্মা সেতুর উপর নিয়ে এক্সীডেন্ড করাবি তার জন্য তোকে বা পরিবার কে ১০ লাখ বা ২০ লাখ টাকা দেয়া হবে,,,,তাহলে আর দেরি কিসের,,,,একে তো নাচনেওয়ালী তারপর দিল ঢোলে বাড়ী,,,,লে হালয়া,,,,,কারন ঐ যে আত্বঘাতী বোমা হামলার উদাহরণ রয়েছে,,, ভালো করে তদন্ত করুন, এ সব ঘটনার, তাহলে আসল সত্য বেরিয়ে আসবে,,,,,",negative
ওই গাড়ির মালিকের নামে মামলা করুন ক্ষতি পুরন আদায় করুন এবং অতি লডিং করার কারনেও মামলা করুন।,negative
"দূর্ঘটনা তো হবারি কথা, কারণ যেখানে উদ্ভোদন করার সময়, বড় বড় এ,ম,পি মুন্তিরা থাকতে পারে, সেখানে বাংলাদেশের ২--১ জন ভালো আলেম, দিয়ে দোয়া ও শুভ উদ্ভোদন করার উচিৎ ছিল,, এরকম টা হবার জন্যে আসলে সেতুর উদ্ভোদন কারিদেরিই ভূল,,আমার মনে হয়,এখন আমার মতে আমি একটা কমেন্ট করছি যে,,আবার এই সেতুর শুভ উদ্ভোদন করা হইক, দোয়ার মাধ্যমে,, ,,সৌজন্যে,,বাংলাদেশের সর্বস্তরের তাওহিতি জনতা,,এটা আমাদের দাবি।🤙🤙🇧🇩🇧🇩 জয় বাংলা,, 🥀🥀🇧🇩🇧🇩🛥️🛤️🚗🚕🎪🎪",positive
এবার টাক গাড়ি নিষিদ্ধ করা হোক😸,positive
মানুষ বার বার লাইন চেইজ করে কোন ইসারা চিকনাল দেয়না জার মনে জতো চায় ইসপিটে চালায় এজন্য এমন ঘটনা নিদারিত ইসপিট দেয়া উচিত চিলো বেসি ইসপিটে গেলে পাইল কেমেরা দিলে ভালো হত সময়ের চেয়ে জীবনে মূল্য অনেক বেশি,positive
বৈধতা বলতে একটা জিনিস আছে,neutral
কারন এখানে কোন ভাল আলেম দ্বারা দোয়া করানো হয়নি,negative
"আল্লাহ গজব শুরু হয়ে গেছে, জনগনের টাকা মেরে এ বিরিজ করা হয়েছে, কখন বেঙে য়ায়",negative
এখানে শুদ্ধ করে কুরআন শরীফ তেলাওয়াত করতে পারেনাই একটা মিলাদ-মাহফিল হয় নাই,neutral
পদ্মা সেতুর প্রতি আধা কিলোমিটার দুরে দুরে একজন করে টহল দিিবেন এ বাভে পযায় ক্রমে সিপটি ভাগ করে নিবেন। কেউ যেন সেতুতে দাড়াতে নাপাড়ে কোন সভাসমবেস না করিতেপারে কঠিন বাভে চেক দিবেন বেরোয়া বাভে গাড়ি চালাতে না পারে সেদিকে কঠিন দৃষ্টি দিবন আইন অমান্য সাথে সাথে তাকে গ্রেপতার করবেন । তাহলে আর দুরঘটনা হবে না।,negative
আলেম ছাড়া কুরআন শরীফ তিলাওয়াত করা হইছে তেলাওয়াত একটু শুদ্ধ ছিল না,neutral
"গ্রামে বলে নতুন সেতু,হলে,বড় বড় সমস্যা হয় উচিত ছিলো মোনাজাত আর কোরআন খতম করার তা না করে,,,,,!",negative
"সেতু উদ্ভদনের দিন এত এত মানুষ ছিল, একটা আলেম কে কি নেয়া যেত না অন্তত একটু দোয়া করার জন্য",positive
"বাংলাই একটা প্রবাদ আছে, সাধীনতা করা হয়তো সহজ কিন্তু তা রক্ষা করা কঠিন।",positive
"এখন তাহলে পিকআপ চলাচল অফ করা হোক,বাইকের মতো।।",positive
এবার পদ্মা সেতু থেকে ট্রাক অনির্দিষ্ট দিন জন্য নিষিদ্ধ করা হোক 🤔🤔🤔,negative
ফিটনেস বিহীন গাড়ি সেতু তে উঠতে না দেয়া হোক,negative
বানোরের গলায় মুক্তর মালা।।।,neutral
কঠিনভাবে সিকিউরিটি দিতে হবে সেতুর দুই পাশে ছিছি ক্যামেরা লাগানো হবে স্পিরিট লিমিট অতিক্রম করলে জেল-জরিমানা,positive
গরিবের টাকার পদ্মা সেতু গরিবের নাই কোন নাম তাই মনে হই পদ্মা সেতুতে হচ্ছে এমন কাম,negative
আজকের পরে ট্রাক চলাচল বন্ধ করা হোক,negative
এটা পদ্মা সেতু না হয়ে মরন সেতু নাম রাখা উচিত ছিলো । কতোজন যে মরবে এই সেতুতে।,negative
হা হা হা মিডিয়ার লোকদের আর শান্তি নাই কেমেরা নিয়ে এক্ষন থেকে বসে থাকতে হবে।,positive
উলটাপালটা কুরআন তেলায়াত করে উৎবদন করলে তাই হবে,neutral
এত বড় একটা সেতু মিলাদ দোয়া করে উদ্বোধন করা উচিত ছিল কিরে বাইনচোদ।,neutral
তাইলে কি এখন ট্রাক চলা ও বন্দ,negative
"আল্লাহর কাছে আমরা চাই তে লজ্জা লাগে, দোয়ার দরকার হয় না মিলাদের দরকার নাই। কারন নিজের টাকায় তৈরি এই জন্য এত অহংকার।",negative
এখন কি  চলা বন্ধ করে দেওয়া হবে,negative
এখন ট্রাক চলাচল নিষিদ্ধ করা হোক,negative
বেশি অহংকার আল্লাহ পছন্দ করেন না,negative
এবার ট্রাক ও অর্নিদিষ্ট কাল‌ের জন্য বন্ধ করা হক !!,neutral
"এটা দূর্ঘটনা? নাকি নাশকতা?সরকারকে অনুরোধ করব যেন গুরুত্ব সহকারে তদন্ত করে! আশা করি ষড়যন্ত্র হলে কঠিন শাস্তির আওতায় আনা হবে। কারণ এটা শুধু সেতু নয়,এটা আমাদের দেশের গর্বের প্রতিক।",negative
সব চালোক খুশির ঠেলায় পাগল হয়ে গেছে। প্রশাসনকে আরো কঠোর হওয়া উচিৎ।,positive
শোন ভাই তোদের কমে পদ্মা সেতু উড়ে যাবে আরে ভাই প্রধানমন্ত্রী যেমনই হোক না কেন সে তো একজন মানুষ একটা মানুষ সকলের কাছে কিন্তু ভালো হয়না কে তাকে পছন্দ করলো কি করলো না সেটা বড় বিষয় না সে যে একটা এত বড় পদ্মা সেতুর কাজ সমাপ্ত করতে পেরেছে এজন্য আল্লাহ তালার কাছে শুকরিয়া ভাই তোমাদের কাছে একটাই অনুরোধ গাড়ি একটু আস্তে চালাও কারণ এমনে যদি অ্যাক্সিডেন্ট হয় কি দুর্ঘটনা হয় তাহলেতো পদ্মা সেতুর দুর্নাম হবে,negative
ভাই যে যা পারেন আগে পিয়াজ কিনে রাখেন। লক্ষণ ভালো লাগতেছে না।।।।,negative
"সঠিক ভাবে আইন প্রয়োগ না করলে দূরগটনা হবে, সারা দেশে একই অবস্থা, বিশেষ করে বিশ্ব রোডে ছোট গাড়ি চালানো উচিত না, সরকার এই বিষয়ে খেয়াল রাখা উচিত, সরকার যদি সঠিক ভাবে আইন প্রয়োগ করে তাহলে সরকারের ও লাভ হবে আর দূরগটনা কম হবে,",positive
সেতু উদ্বোধন করতে ভালো করে দোয়া হয় না ভালো কেনে মাওলানা দিয়ে মোনাজাত করলে আর এসব হয়তে না ।,positive
এবার কি ট্রাক চলাচল ও বন্ধ করে দিবে নাকি 🤔🤨 তাহলে তো জনগন এর হো..য় ধো....ন 🥴,negative
ভাঙ ভালো করে ভাঙ এটা তোদের অহংকার না,neutral
এখন পণ্যবাহী ট্রাক বন্ধের দাবী জানাচ্ছি ✊,negative
প্রতিযোগিতা বাদ দিয়ে সচেতন ভাবে গাড়ি চালান চালক ভাইরা।,neutral
কাচা মালের গাড়িটাকে যাদুঘরে রাখা হওক,neutral
বাইক এক্সিডেন্ট করার কারণে বাইক ওঠা নিষেধ করে দিয়েছে এখন ট্রাক এক্সিডেন্ট এর কারনে নিষেধ করা হোক ট্রাক,negative
এ জায়গাতে কলঙ্কের ছাপ আছে,neutral
অন্য অন্য দেশের মতো পদ্মা সেতুতে স্পিড মিটার ও সিসি ক্যামেরা লাগানো হোক,positive
"মোনাফেকের দল,,,, আরও বেশি নাচ,,গান,,,করে উদ্ভোদন কর।",positive
তাইত বলি পিয়াজ ৪০থেকে ৫০ হোল কেন😩😩,negative
এখন পদ্মা সেতুতে ট্রাক ওঠা নিষেধ,neutral
"এগুলো আল্লাহর গজব,,এদিকে দেশে না খেয়ে মানুষ মরছে,আর বালের সেতু উদ্বোধন করার জন্য শত শত কোটি টাকা বাজেট করে,সরকার,অথচ এই মানুষদের জন্য টাকা বের হয়না",positive
ধর্মে কর্মে বিশ্বাস না থাকলে যা হয় আর কি,negative
আলেম হাজির করে দোয়ার ব্যবস্থা করা হোক। ইনশাআল্লাহ বিপদ কেটে যাবে।,negative
জানেন না কেনো এমন হইতেছে.....আপনারা কাকে দারা কোরআন তিলাওয়াত করাইছেন?...ওনার কোরআন তিলাওয়াত কি সহি সুদ্ধ ছিলো?....ওনারাতো কোরআনকে অপমান করেছেন.....আমাদের দেশে অনেক বড় বড় কোরআন তিলাওয়াত কারী ছিলো তাদেরকি চোখে দেখেননি আপনারা,positive
এবার ট্রাক ও নিষিদ্ধ করা হোক,negative
আলেমদের ছাড়া উদ্বোধন করার ফল,neutral
"আগামি কাল সকাল ০৬:০০ থেকে পদ্মা ব্রিজে ট্রাক চলাচল বন্ধ করে দেয়া হোক,,, আইন তো সবার জন্যই সমান",negative
আরে ষড়জন্ত করে বানানো সেতুতে তো এমন্টাই হবে।।।,negative
ড্রাইভার গুলো অনেক বাজে এই জন্য বার বার এমন হচ্ছে,negative
"কমেন্ট করতে ইচ্ছে করে না,তবু্ও করছি উন্নত দেশের মত কেমেরা দিয়ে স্প্রীট নিয়ন্ত্রণ করা বাধ্যতা মূলক হোক,,আমি সৌদি আরব থেকে কমেন্ট করলাম, আসা করি সময় টিভি আমার কথা আমলে নিয়ে পদক্ষেপ নিবে, প্রধানমন্ত্রীর এ বিষয়টা আমলে নেয়া উচিৎ",positive
জেলে বন্দি হুজুর দের দিয়ে কুরআন তেলাওয়াত ও ইসলামী আলোচনা সভা করেন আল্লাহ চাইলে সবাইকে মাফ করবেন।,negative
জামাত বিএনপির ষড়যন্ত্র করছে,neutral
আমার মনে হচ্ছে এখানে বিরোধী দলের কোনো ষড়যন্ত্র আছে 🤔🤔🤔🤔🤔,negative
নাস্তিকের বাচ্চারা দেখ আল্লাহর গযব শুরু,neutral
তাহলে এবার কি পদ্মা সেতুতে পেঁয়াজের ট্রাক নিষিদ্ধ হতে যাচ্ছে??? 😜😜😜,negative
এই হলো ছয়মিনিটের রাসতা নদী পথের ড্রাইভার যদি হাইওয়েতে চলে আগে চলার প্রশিক্ষণ নিতে হবে।,neutral
"কোরআন তিলাওয়াত টা কিন্তু সেই ছিলো। বাংলার জমিনে কি কোনো হাফিজে কোরআন, কারী, বা কোনো মাওলানা নেই",negative
"বাইক এক্সিডেন্ট করেছে তাই বাইক বন্ধ,, এখন তাহলে ট্রাক ও বন্ধ করে দিতে হবে।",negative
সেতুতে ট্রাক চলা বন্ধ করে দেন,negative
চালকের ভুলেই যত দুর্ঘটনা সবাইকে অনুরোধ করব সাবধানে গারি চালান জীবন বাঁচান,neutral
কুরআন কে অ-সম্মান এর ফল এগুলা,neutral
